"              ELEM","                 X","                 Y","                 Z","             SAT_G","             SAT_L","              PRES","           PCAP_GL","             DEN_G","             DEN_L","             VIS_G","             VIS_L"
"                  ","               (M)","               (M)","               (M)","               (-)","               (-)","              (PA)","              (PA)","         (KG/M**3)","         (KG/M**3)","            (PA*S)","            (PA*S)"
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99786696256E+000,  0.21330374371E-002,  0.62782713961E+006,  0.00000000000E+000,  0.10588540531E+001,  0.99945684718E+003,  0.19351727172E-004,  0.11358432374E-002
"TIME [sec]  0.30204000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.82375988388E+000,  0.17624011612E+000,  0.62830310503E+006,  0.00000000000E+000,  0.10596492226E+001,  0.99945706718E+003,  0.19351728735E-004,  0.11358431421E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99785437630E+000,  0.21456237049E-002,  0.62830310502E+006,  0.00000000000E+000,  0.10596492226E+001,  0.99945706718E+003,  0.19351728735E-004,  0.11358431421E-002
"TIME [sec]  0.30210000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.82293568031E+000,  0.17706431969E+000,  0.62871165151E+006,  0.00000000000E+000,  0.10603317589E+001,  0.99945725601E+003,  0.19351730076E-004,  0.11358430602E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99784358107E+000,  0.21564189316E-002,  0.62871165150E+006,  0.00000000000E+000,  0.10603317589E+001,  0.99945725601E+003,  0.19351730076E-004,  0.11358430602E-002
"TIME [sec]  0.30217000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.82197411494E+000,  0.17802588506E+000,  0.62918896214E+006,  0.00000000000E+000,  0.10611291757E+001,  0.99945747663E+003,  0.19351731643E-004,  0.11358429646E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99783097751E+000,  0.21690224881E-002,  0.62918896212E+006,  0.00000000000E+000,  0.10611291757E+001,  0.99945747663E+003,  0.19351731643E-004,  0.11358429646E-002
"TIME [sec]  0.30223000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.82114991978E+000,  0.17885008022E+000,  0.62959866390E+006,  0.00000000000E+000,  0.10618136421E+001,  0.99945766599E+003,  0.19351732988E-004,  0.11358428825E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99782016745E+000,  0.21798325477E-002,  0.62959866388E+006,  0.00000000000E+000,  0.10618136421E+001,  0.99945766599E+003,  0.19351732988E-004,  0.11358428825E-002
"TIME [sec]  0.30230000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.82018836303E+000,  0.17981163697E+000,  0.63007732580E+006,  0.00000000000E+000,  0.10626133164E+001,  0.99945788724E+003,  0.19351734559E-004,  0.11358427866E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99780754655E+000,  0.21924534504E-002,  0.63007732579E+006,  0.00000000000E+000,  0.10626133164E+001,  0.99945788724E+003,  0.19351734559E-004,  0.11358427866E-002
"TIME [sec]  0.30236000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.81936417484E+000,  0.18063582516E+000,  0.63048818846E+006,  0.00000000000E+000,  0.10632997223E+001,  0.99945807714E+003,  0.19351735908E-004,  0.11358427043E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99779672160E+000,  0.22032784031E-002,  0.63048818845E+006,  0.00000000000E+000,  0.10632997223E+001,  0.99945807714E+003,  0.19351735908E-004,  0.11358427043E-002
"TIME [sec]  0.30243000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.81840262624E+000,  0.18159737376E+000,  0.63096820764E+006,  0.00000000000E+000,  0.10641016641E+001,  0.99945829901E+003,  0.19351737484E-004,  0.11358426081E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99778408329E+000,  0.22159167065E-002,  0.63096820762E+006,  0.00000000000E+000,  0.10641016641E+001,  0.99945829901E+003,  0.19351737484E-004,  0.11358426081E-002
"TIME [sec]  0.30249000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.81757844505E+000,  0.18242155495E+000,  0.63138023615E+006,  0.00000000000E+000,  0.10647900177E+001,  0.99945848945E+003,  0.19351738836E-004,  0.11358425256E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99777324341E+000,  0.22267565935E-002,  0.63138023613E+006,  0.00000000000E+000,  0.10647900177E+001,  0.99945848945E+003,  0.19351738836E-004,  0.11358425256E-002
"TIME [sec]  0.30256000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.81661690463E+000,  0.18338309537E+000,  0.63186161836E+006,  0.00000000000E+000,  0.10655942367E+001,  0.99945871195E+003,  0.19351740417E-004,  0.11358424291E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99776058765E+000,  0.22394123460E-002,  0.63186161835E+006,  0.00000000000E+000,  0.10655942367E+001,  0.99945871195E+003,  0.19351740417E-004,  0.11358424291E-002
"TIME [sec]  0.30262000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.81579273046E+000,  0.18420726954E+000,  0.63227481769E+006,  0.00000000000E+000,  0.10662845463E+001,  0.99945890293E+003,  0.19351741773E-004,  0.11358423463E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99774973279E+000,  0.22502672090E-002,  0.63227481768E+006,  0.00000000000E+000,  0.10662845463E+001,  0.99945890293E+003,  0.19351741773E-004,  0.11358423463E-002
"TIME [sec]  0.30269000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.81483119823E+000,  0.18516880177E+000,  0.63275756877E+006,  0.00000000000E+000,  0.10670910522E+001,  0.99945912606E+003,  0.19351743358E-004,  0.11358422496E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99773705954E+000,  0.22629404592E-002,  0.63275756875E+006,  0.00000000000E+000,  0.10670910522E+001,  0.99945912606E+003,  0.19351743358E-004,  0.11358422496E-002
"TIME [sec]  0.30275000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.81400703110E+000,  0.18599296890E+000,  0.63317194390E+006,  0.00000000000E+000,  0.10677833261E+001,  0.99945931759E+003,  0.19351744718E-004,  0.11358421666E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99772618966E+000,  0.22738103399E-002,  0.63317194389E+006,  0.00000000000E+000,  0.10677833261E+001,  0.99945931759E+003,  0.19351744718E-004,  0.11358421666E-002
"TIME [sec]  0.30281000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.81318286722E+000,  0.18681713278E+000,  0.63358686340E+006,  0.00000000000E+000,  0.10684765095E+001,  0.99945950937E+003,  0.19351746080E-004,  0.11358420835E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99771531283E+000,  0.22846871661E-002,  0.63358686339E+006,  0.00000000000E+000,  0.10684765095E+001,  0.99945950937E+003,  0.19351746080E-004,  0.11358420835E-002
"TIME [sec]  0.30288000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.81222134703E+000,  0.18777865297E+000,  0.63407162565E+006,  0.00000000000E+000,  0.10692863754E+001,  0.99945973343E+003,  0.19351747672E-004,  0.11358419864E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99770261392E+000,  0.22973860776E-002,  0.63407162563E+006,  0.00000000000E+000,  0.10692863753E+001,  0.99945973343E+003,  0.19351747672E-004,  0.11358419864E-002
"TIME [sec]  0.30294000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.81139719022E+000,  0.18860280978E+000,  0.63448772831E+006,  0.00000000000E+000,  0.10699815354E+001,  0.99945992575E+003,  0.19351749038E-004,  0.11358419030E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99769172202E+000,  0.23082779828E-002,  0.63448772830E+006,  0.00000000000E+000,  0.10699815354E+001,  0.99945992575E+003,  0.19351749038E-004,  0.11358419030E-002
"TIME [sec]  0.30301000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.81043568150E+000,  0.18956431850E+000,  0.63497387224E+006,  0.00000000000E+000,  0.10707937095E+001,  0.99946015045E+003,  0.19351750634E-004,  0.11358418056E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99767900553E+000,  0.23209944701E-002,  0.63497387222E+006,  0.00000000000E+000,  0.10707937095E+001,  0.99946015045E+003,  0.19351750634E-004,  0.11358418056E-002
"TIME [sec]  0.30307000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.80961153925E+000,  0.19038846075E+000,  0.63539115934E+006,  0.00000000000E+000,  0.10714908483E+001,  0.99946034332E+003,  0.19351752004E-004,  0.11358417220E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99766809860E+000,  0.23319013975E-002,  0.63539115933E+006,  0.00000000000E+000,  0.10714908483E+001,  0.99946034332E+003,  0.19351752004E-004,  0.11358417220E-002
"TIME [sec]  0.30314000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.80865004433E+000,  0.19134995567E+000,  0.63587868969E+006,  0.00000000000E+000,  0.10723053387E+001,  0.99946056866E+003,  0.19351753604E-004,  0.11358416243E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99765536452E+000,  0.23446354792E-002,  0.63587868968E+006,  0.00000000000E+000,  0.10723053387E+001,  0.99946056866E+003,  0.19351753604E-004,  0.11358416243E-002
"TIME [sec]  0.30320000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.80782590919E+000,  0.19217409081E+000,  0.63629717010E+006,  0.00000000000E+000,  0.10730044711E+001,  0.99946076208E+003,  0.19351754978E-004,  0.11358415405E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99764444243E+000,  0.23555575699E-002,  0.63629717009E+006,  0.00000000000E+000,  0.10730044711E+001,  0.99946076208E+003,  0.19351754978E-004,  0.11358415405E-002
"TIME [sec]  0.30327000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.80686442257E+000,  0.19313557743E+000,  0.63678609562E+006,  0.00000000000E+000,  0.10738212923E+001,  0.99946098806E+003,  0.19351756583E-004,  0.11358414425E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99763169063E+000,  0.23683093682E-002,  0.63678609561E+006,  0.00000000000E+000,  0.10738212923E+001,  0.99946098806E+003,  0.19351756583E-004,  0.11358414425E-002
"TIME [sec]  0.30333000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.80604029458E+000,  0.19395970542E+000,  0.63720577446E+006,  0.00000000000E+000,  0.10745224268E+001,  0.99946118204E+003,  0.19351757961E-004,  0.11358413584E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99762075334E+000,  0.23792466648E-002,  0.63720577444E+006,  0.00000000000E+000,  0.10745224268E+001,  0.99946118204E+003,  0.19351757961E-004,  0.11358413584E-002
"TIME [sec]  0.30340000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.80507881629E+000,  0.19492118371E+000,  0.63769610114E+006,  0.00000000000E+000,  0.10753415889E+001,  0.99946140867E+003,  0.19351759570E-004,  0.11358412602E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99760798377E+000,  0.23920162296E-002,  0.63769610113E+006,  0.00000000000E+000,  0.10753415889E+001,  0.99946140867E+003,  0.19351759570E-004,  0.11358412602E-002
"TIME [sec]  0.30346000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.80425469544E+000,  0.19574530456E+000,  0.63811698356E+006,  0.00000000000E+000,  0.10760447342E+001,  0.99946160320E+003,  0.19351760952E-004,  0.11358411759E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99759703123E+000,  0.24029687747E-002,  0.63811698354E+006,  0.00000000000E+000,  0.10760447342E+001,  0.99946160320E+003,  0.19351760952E-004,  0.11358411759E-002
"TIME [sec]  0.30353000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.80329322551E+000,  0.19670677449E+000,  0.63860871744E+006,  0.00000000000E+000,  0.10768662472E+001,  0.99946183048E+003,  0.19351762566E-004,  0.11358410773E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99758424384E+000,  0.24157561560E-002,  0.63860871743E+006,  0.00000000000E+000,  0.10768662472E+001,  0.99946183048E+003,  0.19351762566E-004,  0.11358410773E-002
"TIME [sec]  0.30359000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.80246909990E+000,  0.19753090010E+000,  0.63903081473E+006,  0.00000000000E+000,  0.10775714221E+001,  0.99946202557E+003,  0.19351763952E-004,  0.11358409928E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99757327585E+000,  0.24267241515E-002,  0.63903081472E+006,  0.00000000000E+000,  0.10775714221E+001,  0.99946202557E+003,  0.19351763952E-004,  0.11358409928E-002
"TIME [sec]  0.30366000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.80150759572E+000,  0.19849240428E+000,  0.63952398377E+006,  0.00000000000E+000,  0.10783953327E+001,  0.99946225351E+003,  0.19351765571E-004,  0.11358408940E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99756047003E+000,  0.24395299674E-002,  0.63952398376E+006,  0.00000000000E+000,  0.10783953327E+001,  0.99946225351E+003,  0.19351765571E-004,  0.11358408940E-002
"TIME [sec]  0.30372000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.80068345270E+000,  0.19931654730E+000,  0.63994730774E+006,  0.00000000000E+000,  0.10791025570E+001,  0.99946244917E+003,  0.19351766961E-004,  0.11358408092E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99754948637E+000,  0.24505136261E-002,  0.63994730773E+006,  0.00000000000E+000,  0.10791025570E+001,  0.99946244917E+003,  0.19351766961E-004,  0.11358408092E-002
"TIME [sec]  0.30378000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.79985931301E+000,  0.20014068699E+000,  0.64037119383E+006,  0.00000000000E+000,  0.10798107204E+001,  0.99946264509E+003,  0.19351768352E-004,  0.11358407242E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99753849562E+000,  0.24615043775E-002,  0.64037119382E+006,  0.00000000000E+000,  0.10798107203E+001,  0.99946264509E+003,  0.19351768352E-004,  0.11358407242E-002
"TIME [sec]  0.30385000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.79889782276E+000,  0.20110217724E+000,  0.64086643873E+006,  0.00000000000E+000,  0.10806380990E+001,  0.99946287400E+003,  0.19351769978E-004,  0.11358406250E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99752566362E+000,  0.24743363772E-002,  0.64086643872E+006,  0.00000000000E+000,  0.10806380990E+001,  0.99946287400E+003,  0.19351769978E-004,  0.11358406250E-002
"TIME [sec]  0.30391000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.79807373467E+000,  0.20192626533E+000,  0.64129152367E+006,  0.00000000000E+000,  0.10813482652E+001,  0.99946307047E+003,  0.19351771373E-004,  0.11358405398E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99751465807E+000,  0.24853419349E-002,  0.64129152365E+006,  0.00000000000E+000,  0.10813482652E+001,  0.99946307047E+003,  0.19351771373E-004,  0.11358405398E-002
"TIME [sec]  0.30398000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.79711230301E+000,  0.20288769699E+000,  0.64178817106E+006,  0.00000000000E+000,  0.10821779869E+001,  0.99946330002E+003,  0.19351773004E-004,  0.11358404403E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99750180874E+000,  0.24981912562E-002,  0.64178817105E+006,  0.00000000000E+000,  0.10821779869E+001,  0.99946330002E+003,  0.19351773004E-004,  0.11358404403E-002
"TIME [sec]  0.30404000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.79628822218E+000,  0.20371177782E+000,  0.64221448291E+006,  0.00000000000E+000,  0.10828902029E+001,  0.99946349706E+003,  0.19351774403E-004,  0.11358403549E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99749078775E+000,  0.25092122549E-002,  0.64221448290E+006,  0.00000000000E+000,  0.10828902029E+001,  0.99946349706E+003,  0.19351774403E-004,  0.11358403549E-002
"TIME [sec]  0.30411000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.79532679899E+000,  0.20467320101E+000,  0.64271256481E+006,  0.00000000000E+000,  0.10837223212E+001,  0.99946372727E+003,  0.19351776038E-004,  0.11358402551E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99747792038E+000,  0.25220796176E-002,  0.64271256480E+006,  0.00000000000E+000,  0.10837223211E+001,  0.99946372727E+003,  0.19351776038E-004,  0.11358402551E-002
"TIME [sec]  0.30417000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.79450272542E+000,  0.20549727458E+000,  0.64314010889E+006,  0.00000000000E+000,  0.10844365957E+001,  0.99946392488E+003,  0.19351777442E-004,  0.11358401695E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99746688390E+000,  0.25331161010E-002,  0.64314010888E+006,  0.00000000000E+000,  0.10844365957E+001,  0.99946392488E+003,  0.19351777442E-004,  0.11358401695E-002
"TIME [sec]  0.30424000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.79354131073E+000,  0.20645868927E+000,  0.64363963151E+006,  0.00000000000E+000,  0.10852711209E+001,  0.99946415576E+003,  0.19351779082E-004,  0.11358400694E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99745399844E+000,  0.25460015563E-002,  0.64363963150E+006,  0.00000000000E+000,  0.10852711209E+001,  0.99946415576E+003,  0.19351779082E-004,  0.11358400694E-002
"TIME [sec]  0.30430000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.79271724445E+000,  0.20728275555E+000,  0.64406841317E+006,  0.00000000000E+000,  0.10859874631E+001,  0.99946435394E+003,  0.19351780489E-004,  0.11358399835E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99744294643E+000,  0.25570535684E-002,  0.64406841316E+006,  0.00000000000E+000,  0.10859874631E+001,  0.99946435394E+003,  0.19351780489E-004,  0.11358399835E-002
"TIME [sec]  0.30437000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.79175583827E+000,  0.20824416173E+000,  0.64456938276E+006,  0.00000000000E+000,  0.10868244057E+001,  0.99946458548E+003,  0.19351782134E-004,  0.11358398831E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99743004283E+000,  0.25699571675E-002,  0.64456938275E+006,  0.00000000000E+000,  0.10868244056E+001,  0.99946458548E+003,  0.19351782134E-004,  0.11358398831E-002
"TIME [sec]  0.30443000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.79093177931E+000,  0.20906822069E+000,  0.64499940739E+006,  0.00000000000E+000,  0.10875428243E+001,  0.99946478424E+003,  0.19351783546E-004,  0.11358397970E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99741897525E+000,  0.25810247523E-002,  0.64499940737E+006,  0.00000000000E+000,  0.10875428243E+001,  0.99946478424E+003,  0.19351783546E-004,  0.11358397970E-002
"TIME [sec]  0.30450000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.78997038168E+000,  0.21002961832E+000,  0.64550183025E+006,  0.00000000000E+000,  0.10883821948E+001,  0.99946501645E+003,  0.19351785195E-004,  0.11358396963E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99740605345E+000,  0.25939465469E-002,  0.64550183024E+006,  0.00000000000E+000,  0.10883821948E+001,  0.99946501645E+003,  0.19351785195E-004,  0.11358396963E-002
"TIME [sec]  0.30456000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.78914630292E+000,  0.21085369708E+000,  0.64593311746E+006,  0.00000000000E+000,  0.10891027228E+001,  0.99946521579E+003,  0.19351786611E-004,  0.11358396099E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99739496989E+000,  0.26050301138E-002,  0.64593311745E+006,  0.00000000000E+000,  0.10891027228E+001,  0.99946521579E+003,  0.19351786611E-004,  0.11358396099E-002
"TIME [sec]  0.30463000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.78818485814E+000,  0.21181514186E+000,  0.64643702917E+006,  0.00000000000E+000,  0.10899445807E+001,  0.99946544870E+003,  0.19351788265E-004,  0.11358395089E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99738202909E+000,  0.26179709061E-002,  0.64643702916E+006,  0.00000000000E+000,  0.10899445806E+001,  0.99946544870E+003,  0.19351788265E-004,  0.11358395089E-002
"TIME [sec]  0.30469000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.78736076612E+000,  0.21263923388E+000,  0.64686958112E+006,  0.00000000000E+000,  0.10906672216E+001,  0.99946564862E+003,  0.19351789685E-004,  0.11358394223E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99737092959E+000,  0.26290704133E-002,  0.64686958111E+006,  0.00000000000E+000,  0.10906672216E+001,  0.99946564862E+003,  0.19351789685E-004,  0.11358394223E-002
"TIME [sec]  0.30475000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.78653669944E+000,  0.21346330056E+000,  0.64730270212E+006,  0.00000000000E+000,  0.10913908132E+001,  0.99946584881E+003,  0.19351791107E-004,  0.11358393355E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99735982313E+000,  0.26401768692E-002,  0.64730270211E+006,  0.00000000000E+000,  0.10913908132E+001,  0.99946584881E+003,  0.19351791107E-004,  0.11358393355E-002
"TIME [sec]  0.30482000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.78557530776E+000,  0.21442469224E+000,  0.64780873745E+006,  0.00000000000E+000,  0.10922362189E+001,  0.99946608269E+003,  0.19351792768E-004,  0.11358392341E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99734685612E+000,  0.26531438802E-002,  0.64780873744E+006,  0.00000000000E+000,  0.10922362188E+001,  0.99946608269E+003,  0.19351792768E-004,  0.11358392341E-002
"TIME [sec]  0.30488000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.78475126126E+000,  0.21524873874E+000,  0.64824311360E+006,  0.00000000000E+000,  0.10929619074E+001,  0.99946628346E+003,  0.19351794194E-004,  0.11358391471E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99733573411E+000,  0.26642658908E-002,  0.64824311359E+006,  0.00000000000E+000,  0.10929619074E+001,  0.99946628346E+003,  0.19351794194E-004,  0.11358391471E-002
"TIME [sec]  0.30495000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.78378987822E+000,  0.21621012178E+000,  0.64875062432E+006,  0.00000000000E+000,  0.10938097779E+001,  0.99946651802E+003,  0.19351795860E-004,  0.11358390454E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99732274872E+000,  0.26772512779E-002,  0.64875062431E+006,  0.00000000000E+000,  0.10938097779E+001,  0.99946651802E+003,  0.19351795860E-004,  0.11358390454E-002
"TIME [sec]  0.30501000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.78296583913E+000,  0.21703416087E+000,  0.64918626785E+006,  0.00000000000E+000,  0.10945375838E+001,  0.99946671937E+003,  0.19351797291E-004,  0.11358389581E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99731161094E+000,  0.26883890607E-002,  0.64918626784E+006,  0.00000000000E+000,  0.10945375838E+001,  0.99946671937E+003,  0.19351797291E-004,  0.11358389581E-002
"TIME [sec]  0.30508000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.78200446475E+000,  0.21799553525E+000,  0.64969526043E+006,  0.00000000000E+000,  0.10953879299E+001,  0.99946695462E+003,  0.19351798961E-004,  0.11358388562E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99729860712E+000,  0.27013928766E-002,  0.64969526041E+006,  0.00000000000E+000,  0.10953879299E+001,  0.99946695462E+003,  0.19351798961E-004,  0.11358388562E-002
"TIME [sec]  0.30514000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.78118043310E+000,  0.21881956690E+000,  0.65013217690E+006,  0.00000000000E+000,  0.10961178624E+001,  0.99946715656E+003,  0.19351800396E-004,  0.11358387686E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99728745352E+000,  0.27125464767E-002,  0.65013217689E+006,  0.00000000000E+000,  0.10961178624E+001,  0.99946715656E+003,  0.19351800396E-004,  0.11358387686E-002
"TIME [sec]  0.30521000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.78021906740E+000,  0.21978093260E+000,  0.65064265782E+006,  0.00000000000E+000,  0.10969706951E+001,  0.99946739250E+003,  0.19351802072E-004,  0.11358386664E-002
