"              ELEM","                 X","                 Y","                 Z","             SAT_G","             SAT_L","              PRES","           PCAP_GL","             DEN_G","             DEN_L","             VIS_G","             VIS_L"
"                  ","               (M)","               (M)","               (M)","               (-)","               (-)","              (PA)","              (PA)","         (KG/M**3)","         (KG/M**3)","            (PA*S)","            (PA*S)"
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99555626863E+000,  0.44437313670E-002,  0.72175259737E+006,  0.00000000000E+000,  0.12157701929E+001,  0.99950025647E+003,  0.19352035513E-004,  0.11358244195E-002
"TIME [sec]  0.31620000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.65883320200E+000,  0.34116679800E+000,  0.72229208554E+006,  0.00000000000E+000,  0.12166714864E+001,  0.99950050578E+003,  0.19352037284E-004,  0.11358243114E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99554391114E+000,  0.44560888631E-002,  0.72229208553E+006,  0.00000000000E+000,  0.12166714864E+001,  0.99950050578E+003,  0.19352037284E-004,  0.11358243114E-002
"TIME [sec]  0.31627000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.65787250171E+000,  0.34212749829E+000,  0.72292251064E+006,  0.00000000000E+000,  0.12177247032E+001,  0.99950079712E+003,  0.19352039354E-004,  0.11358241851E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99552948205E+000,  0.44705179485E-002,  0.72292251063E+006,  0.00000000000E+000,  0.12177247032E+001,  0.99950079712E+003,  0.19352039354E-004,  0.11358241851E-002
"TIME [sec]  0.31633000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.65704904874E+000,  0.34295095126E+000,  0.72346375324E+006,  0.00000000000E+000,  0.12186289277E+001,  0.99950104724E+003,  0.19352041131E-004,  0.11358240767E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99551710505E+000,  0.44828949482E-002,  0.72346375323E+006,  0.00000000000E+000,  0.12186289277E+001,  0.99950104724E+003,  0.19352041131E-004,  0.11358240767E-002
"TIME [sec]  0.31640000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.65608835931E+000,  0.34391164069E+000,  0.72409623018E+006,  0.00000000000E+000,  0.12196855724E+001,  0.99950133952E+003,  0.19352043207E-004,  0.11358239500E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99550265317E+000,  0.44973468260E-002,  0.72409623016E+006,  0.00000000000E+000,  0.12196855724E+001,  0.99950133952E+003,  0.19352043207E-004,  0.11358239500E-002
"TIME [sec]  0.31646000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.65526491565E+000,  0.34473508435E+000,  0.72463923578E+006,  0.00000000000E+000,  0.12205927423E+001,  0.99950159045E+003,  0.19352044990E-004,  0.11358238412E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99549025661E+000,  0.45097433913E-002,  0.72463923577E+006,  0.00000000000E+000,  0.12205927423E+001,  0.99950159045E+003,  0.19352044990E-004,  0.11358238412E-002
"TIME [sec]  0.31652000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.65444147630E+000,  0.34555852370E+000,  0.72518305799E+006,  0.00000000000E+000,  0.12215012764E+001,  0.99950184177E+003,  0.19352046775E-004,  0.11358237322E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99547785099E+000,  0.45221490080E-002,  0.72518305798E+006,  0.00000000000E+000,  0.12215012764E+001,  0.99950184177E+003,  0.19352046775E-004,  0.11358237322E-002
"TIME [sec]  0.31659000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.65348080278E+000,  0.34651919722E+000,  0.72581855182E+006,  0.00000000000E+000,  0.12225629613E+001,  0.99950213544E+003,  0.19352048861E-004,  0.11358236049E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99546336567E+000,  0.45366343286E-002,  0.72581855181E+006,  0.00000000000E+000,  0.12225629612E+001,  0.99950213544E+003,  0.19352048861E-004,  0.11358236049E-002
"TIME [sec]  0.31665000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.65265737279E+000,  0.34734262721E+000,  0.72636414966E+006,  0.00000000000E+000,  0.12234744618E+001,  0.99950238757E+003,  0.19352050652E-004,  0.11358234956E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99545094040E+000,  0.45490596022E-002,  0.72636414965E+006,  0.00000000000E+000,  0.12234744618E+001,  0.99950238757E+003,  0.19352050652E-004,  0.11358234956E-002
"TIME [sec]  0.31672000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.65169671022E+000,  0.34830328978E+000,  0.72700172013E+006,  0.00000000000E+000,  0.12245396160E+001,  0.99950268221E+003,  0.19352052745E-004,  0.11358233678E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99543643211E+000,  0.45635678946E-002,  0.72700172012E+006,  0.00000000000E+000,  0.12245396160E+001,  0.99950268221E+003,  0.19352052745E-004,  0.11358233678E-002
"TIME [sec]  0.31678000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.65087328962E+000,  0.34912671038E+000,  0.72754910231E+006,  0.00000000000E+000,  0.12254540976E+001,  0.99950293517E+003,  0.19352054542E-004,  0.11358232582E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99542398711E+000,  0.45760128880E-002,  0.72754910229E+006,  0.00000000000E+000,  0.12254540976E+001,  0.99950293517E+003,  0.19352054542E-004,  0.11358232582E-002
"TIME [sec]  0.31685000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.64991263414E+000,  0.35008736586E+000,  0.72818876220E+006,  0.00000000000E+000,  0.12265227425E+001,  0.99950323076E+003,  0.19352056642E-004,  0.11358231300E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99540945572E+000,  0.45905442844E-002,  0.72818876218E+006,  0.00000000000E+000,  0.12265227425E+001,  0.99950323076E+003,  0.19352056642E-004,  0.11358231300E-002
"TIME [sec]  0.31691000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.64908921742E+000,  0.35091078258E+000,  0.72873794118E+006,  0.00000000000E+000,  0.12274402259E+001,  0.99950348455E+003,  0.19352058445E-004,  0.11358230200E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99539699086E+000,  0.46030091448E-002,  0.72873794117E+006,  0.00000000000E+000,  0.12274402258E+001,  0.99950348455E+003,  0.19352058445E-004,  0.11358230200E-002
"TIME [sec]  0.31698000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.64812857036E+000,  0.35187142964E+000,  0.72937969991E+006,  0.00000000000E+000,  0.12285123772E+001,  0.99950378112E+003,  0.19352060552E-004,  0.11358228914E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99538243630E+000,  0.46175636998E-002,  0.72937969990E+006,  0.00000000000E+000,  0.12285123771E+001,  0.99950378112E+003,  0.19352060552E-004,  0.11358228914E-002
"TIME [sec]  0.31704000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.64730516310E+000,  0.35269483690E+000,  0.72993068084E+006,  0.00000000000E+000,  0.12294328710E+001,  0.99950403574E+003,  0.19352062361E-004,  0.11358227810E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99536995159E+000,  0.46300484068E-002,  0.72993068083E+006,  0.00000000000E+000,  0.12294328709E+001,  0.99950403574E+003,  0.19352062361E-004,  0.11358227810E-002
"TIME [sec]  0.31711000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.64634452710E+000,  0.35365547290E+000,  0.73057454702E+006,  0.00000000000E+000,  0.12305085431E+001,  0.99950433328E+003,  0.19352064474E-004,  0.11358226520E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99535537384E+000,  0.46446261555E-002,  0.73057454700E+006,  0.00000000000E+000,  0.12305085430E+001,  0.99950433328E+003,  0.19352064474E-004,  0.11358226520E-002
"TIME [sec]  0.31717000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.64552112932E+000,  0.35447887068E+000,  0.73112733878E+006,  0.00000000000E+000,  0.12314320621E+001,  0.99950458873E+003,  0.19352066289E-004,  0.11358225413E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99534286923E+000,  0.46571307729E-002,  0.73112733876E+006,  0.00000000000E+000,  0.12314320621E+001,  0.99950458873E+003,  0.19352066289E-004,  0.11358225413E-002
"TIME [sec]  0.31724000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.64456050441E+000,  0.35543949559E+000,  0.73177332279E+006,  0.00000000000E+000,  0.12325112724E+001,  0.99950488725E+003,  0.19352068410E-004,  0.11358224119E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99532826821E+000,  0.46717317899E-002,  0.73177332277E+006,  0.00000000000E+000,  0.12325112723E+001,  0.99950488725E+003,  0.19352068410E-004,  0.11358224119E-002
"TIME [sec]  0.31730000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.64373711615E+000,  0.35626288385E+000,  0.73232793431E+006,  0.00000000000E+000,  0.12334378316E+001,  0.99950514355E+003,  0.19352070230E-004,  0.11358223007E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99531574362E+000,  0.46842563817E-002,  0.73232793430E+006,  0.00000000000E+000,  0.12334378316E+001,  0.99950514355E+003,  0.19352070230E-004,  0.11358223007E-002
"TIME [sec]  0.31737000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.64277650237E+000,  0.35722349763E+000,  0.73297604662E+006,  0.00000000000E+000,  0.12345205975E+001,  0.99950544305E+003,  0.19352072358E-004,  0.11358221709E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99530111926E+000,  0.46988807419E-002,  0.73297604661E+006,  0.00000000000E+000,  0.12345205975E+001,  0.99950544305E+003,  0.19352072358E-004,  0.11358221709E-002
"TIME [sec]  0.31743000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.64195312366E+000,  0.35804687634E+000,  0.73353248691E+006,  0.00000000000E+000,  0.12354502119E+001,  0.99950570019E+003,  0.19352074185E-004,  0.11358220594E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99528857463E+000,  0.47114253725E-002,  0.73353248689E+006,  0.00000000000E+000,  0.12354502119E+001,  0.99950570019E+003,  0.19352074185E-004,  0.11358220594E-002
"TIME [sec]  0.31749000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.64112974938E+000,  0.35887025062E+000,  0.73408977429E+006,  0.00000000000E+000,  0.12363812416E+001,  0.99950595772E+003,  0.19352076014E-004,  0.11358219478E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99527602073E+000,  0.47239792737E-002,  0.73408977427E+006,  0.00000000000E+000,  0.12363812415E+001,  0.99950595772E+003,  0.19352076014E-004,  0.11358219478E-002
"TIME [sec]  0.31756000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.64016915193E+000,  0.35983084807E+000,  0.73474101615E+006,  0.00000000000E+000,  0.12374692358E+001,  0.99950625867E+003,  0.19352078152E-004,  0.11358218173E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99526136211E+000,  0.47386378863E-002,  0.73474101614E+006,  0.00000000000E+000,  0.12374692358E+001,  0.99950625867E+003,  0.19352078152E-004,  0.11358218173E-002
"TIME [sec]  0.31762000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.63934578725E+000,  0.36065421275E+000,  0.73530014555E+006,  0.00000000000E+000,  0.12384033428E+001,  0.99950651705E+003,  0.19352079988E-004,  0.11358217053E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99524878808E+000,  0.47512119209E-002,  0.73530014554E+006,  0.00000000000E+000,  0.12384033428E+001,  0.99950651705E+003,  0.19352079988E-004,  0.11358217053E-002
"TIME [sec]  0.31769000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.63838520548E+000,  0.36161479452E+000,  0.73595353872E+006,  0.00000000000E+000,  0.12394949311E+001,  0.99950681899E+003,  0.19352082133E-004,  0.11358215743E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99523410601E+000,  0.47658939943E-002,  0.73595353871E+006,  0.00000000000E+000,  0.12394949311E+001,  0.99950681899E+003,  0.19352082133E-004,  0.11358215743E-002
"TIME [sec]  0.31775000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.63756186549E+000,  0.36243813451E+000,  0.73651450901E+006,  0.00000000000E+000,  0.12404321136E+001,  0.99950707822E+003,  0.19352083974E-004,  0.11358214620E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99522151200E+000,  0.47784879970E-002,  0.73651450899E+006,  0.00000000000E+000,  0.12404321136E+001,  0.99950707822E+003,  0.19352083974E-004,  0.11358214620E-002
"TIME [sec]  0.31782000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.63660130809E+000,  0.36339869191E+000,  0.73717005824E+006,  0.00000000000E+000,  0.12415273040E+001,  0.99950738116E+003,  0.19352086126E-004,  0.11358213306E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99520680653E+000,  0.47931934748E-002,  0.73717005823E+006,  0.00000000000E+000,  0.12415273039E+001,  0.99950738116E+003,  0.19352086126E-004,  0.11358213306E-002
"TIME [sec]  0.31788000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.63577797777E+000,  0.36422202223E+000,  0.73773288883E+006,  0.00000000000E+000,  0.12424675943E+001,  0.99950764125E+003,  0.19352087974E-004,  0.11358212179E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99519419226E+000,  0.48058077408E-002,  0.73773288881E+006,  0.00000000000E+000,  0.12424675943E+001,  0.99950764125E+003,  0.19352087974E-004,  0.11358212179E-002
"TIME [sec]  0.31795000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.63481743167E+000,  0.36518256833E+000,  0.73839061381E+006,  0.00000000000E+000,  0.12435664196E+001,  0.99950794519E+003,  0.19352090133E-004,  0.11358210861E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99517946310E+000,  0.48205368996E-002,  0.73839061379E+006,  0.00000000000E+000,  0.12435664196E+001,  0.99950794519E+003,  0.19352090133E-004,  0.11358210861E-002
"TIME [sec]  0.31801000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.63399411105E+000,  0.36600588895E+000,  0.73895531396E+006,  0.00000000000E+000,  0.12445098333E+001,  0.99950820614E+003,  0.19352091987E-004,  0.11358209729E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99516682851E+000,  0.48331714946E-002,  0.73895531394E+006,  0.00000000000E+000,  0.12445098333E+001,  0.99950820614E+003,  0.19352091987E-004,  0.11358209729E-002
"TIME [sec]  0.31808000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.63303357628E+000,  0.36696642372E+000,  0.73961522552E+006,  0.00000000000E+000,  0.12456123116E+001,  0.99950851109E+003,  0.19352094153E-004,  0.11358208407E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99515207559E+000,  0.48479244114E-002,  0.73961522551E+006,  0.00000000000E+000,  0.12456123116E+001,  0.99950851109E+003,  0.19352094153E-004,  0.11358208407E-002
"TIME [sec]  0.31814000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.63221026539E+000,  0.36778973461E+000,  0.74018180456E+006,  0.00000000000E+000,  0.12465588643E+001,  0.99950877292E+003,  0.19352096013E-004,  0.11358207272E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99513942060E+000,  0.48605794016E-002,  0.74018180455E+006,  0.00000000000E+000,  0.12465588643E+001,  0.99950877292E+003,  0.19352096013E-004,  0.11358207272E-002
"TIME [sec]  0.31821000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.63124974200E+000,  0.36875025800E+000,  0.74084391363E+006,  0.00000000000E+000,  0.12476650138E+001,  0.99950907888E+003,  0.19352098187E-004,  0.11358205946E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99512464385E+000,  0.48753561536E-002,  0.74084391362E+006,  0.00000000000E+000,  0.12476650138E+001,  0.99950907888E+003,  0.19352098187E-004,  0.11358205946E-002
"TIME [sec]  0.31827000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.63042644089E+000,  0.36957355911E+000,  0.74141238095E+006,  0.00000000000E+000,  0.12486147212E+001,  0.99950934157E+003,  0.19352100053E-004,  0.11358204807E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99511196839E+000,  0.48880316054E-002,  0.74141238094E+006,  0.00000000000E+000,  0.12486147211E+001,  0.99950934157E+003,  0.19352100053E-004,  0.11358204807E-002
"TIME [sec]  0.31834000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.62946592891E+000,  0.37053407109E+000,  0.74207669852E+006,  0.00000000000E+000,  0.12497245603E+001,  0.99950964856E+003,  0.19352102234E-004,  0.11358203476E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99509716773E+000,  0.49028322704E-002,  0.74207669851E+006,  0.00000000000E+000,  0.12497245603E+001,  0.99950964856E+003,  0.19352102234E-004,  0.11358203476E-002
"TIME [sec]  0.31840000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.62864263760E+000,  0.37135736240E+000,  0.74264706357E+006,  0.00000000000E+000,  0.12506774381E+001,  0.99950991213E+003,  0.19352104106E-004,  0.11358202333E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99508447175E+000,  0.49155282505E-002,  0.74264706356E+006,  0.00000000000E+000,  0.12506774380E+001,  0.99950991213E+003,  0.19352104106E-004,  0.11358202333E-002
"TIME [sec]  0.31846000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.62781935082E+000,  0.37218064918E+000,  0.74321830770E+006,  0.00000000000E+000,  0.12516317845E+001,  0.99951017611E+003,  0.19352105982E-004,  0.11358201189E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99507176627E+000,  0.49282337279E-002,  0.74321830769E+006,  0.00000000000E+000,  0.12516317845E+001,  0.99951017611E+003,  0.19352105982E-004,  0.11358201189E-002
"TIME [sec]  0.31853000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.62685885560E+000,  0.37314114440E+000,  0.74388587299E+006,  0.00000000000E+000,  0.12527470494E+001,  0.99951048459E+003,  0.19352108173E-004,  0.11358199851E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99505693052E+000,  0.49430694831E-002,  0.74388587298E+006,  0.00000000000E+000,  0.12527470494E+001,  0.99951048459E+003,  0.19352108173E-004,  0.11358199851E-002
"TIME [sec]  0.31859000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.62603557116E+000,  0.37396442884E+000,  0.74445903401E+006,  0.00000000000E+000,  0.12537045983E+001,  0.99951074945E+003,  0.19352110055E-004,  0.11358198703E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99504420430E+000,  0.49557957030E-002,  0.74445903400E+006,  0.00000000000E+000,  0.12537045982E+001,  0.99951074945E+003,  0.19352110055E-004,  0.11358198703E-002
"TIME [sec]  0.31866000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.62507507776E+000,  0.37492492224E+000,  0.74512884195E+006,  0.00000000000E+000,  0.12548236099E+001,  0.99951105897E+003,  0.19352112254E-004,  0.11358197361E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99502934429E+000,  0.49706557143E-002,  0.74512884194E+006,  0.00000000000E+000,  0.12548236098E+001,  0.99951105897E+003,  0.19352112254E-004,  0.11358197361E-002
"TIME [sec]  0.31872000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.62425180240E+000,  0.37574819760E+000,  0.74570392483E+006,  0.00000000000E+000,  0.12557843695E+001,  0.99951132472E+003,  0.19352114141E-004,  0.11358196209E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99501659736E+000,  0.49834026410E-002,  0.74570392482E+006,  0.00000000000E+000,  0.12557843694E+001,  0.99951132472E+003,  0.19352114141E-004,  0.11358196209E-002
"TIME [sec]  0.31879000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.62329132055E+000,  0.37670867945E+000,  0.74637597992E+006,  0.00000000000E+000,  0.12569071353E+001,  0.99951163528E+003,  0.19352116348E-004,  0.11358194862E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99500171316E+000,  0.49982868376E-002,  0.74637597991E+006,  0.00000000000E+000,  0.12569071352E+001,  0.99951163528E+003,  0.19352116348E-004,  0.11358194862E-002
"TIME [sec]  0.31885000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.62246805511E+000,  0.37753194489E+000,  0.74695299378E+006,  0.00000000000E+000,  0.12578711208E+001,  0.99951190192E+003,  0.19352118242E-004,  0.11358193706E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99498894547E+000,  0.50110545266E-002,  0.74695299377E+006,  0.00000000000E+000,  0.12578711208E+001,  0.99951190192E+003,  0.19352118242E-004,  0.11358193706E-002
"TIME [sec]  0.31892000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.62150758486E+000,  0.37849241514E+000,  0.74762730735E+006,  0.00000000000E+000,  0.12589976597E+001,  0.99951221352E+003,  0.19352120456E-004,  0.11358192355E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99497403701E+000,  0.50259629879E-002,  0.74762730733E+006,  0.00000000000E+000,  0.12589976597E+001,  0.99951221352E+003,  0.19352120456E-004,  0.11358192355E-002
"TIME [sec]  0.31898000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.62068432938E+000,  0.37931567062E+000,  0.74820626192E+006,  0.00000000000E+000,  0.12599648876E+001,  0.99951248106E+003,  0.19352122356E-004,  0.11358191195E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99496124849E+000,  0.50387515075E-002,  0.74820626191E+006,  0.00000000000E+000,  0.12599648875E+001,  0.99951248106E+003,  0.19352122356E-004,  0.11358191195E-002
"TIME [sec]  0.31905000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.61972387076E+000,  0.38027612924E+000,  0.74888284537E+006,  0.00000000000E+000,  0.12610952186E+001,  0.99951279371E+003,  0.19352124577E-004,  0.11358189840E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99494631569E+000,  0.50536843134E-002,  0.74888284535E+006,  0.00000000000E+000,  0.12610952186E+001,  0.99951279371E+003,  0.19352124577E-004,  0.11358189840E-002
"TIME [sec]  0.31911000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.61890062527E+000,  0.38109937473E+000,  0.74946375046E+006,  0.00000000000E+000,  0.12620657051E+001,  0.99951306214E+003,  0.19352126484E-004,  0.11358188676E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99493350627E+000,  0.50664937320E-002,  0.74946375044E+006,  0.00000000000E+000,  0.12620657051E+001,  0.99951306214E+003,  0.19352126484E-004,  0.11358188676E-002
"TIME [sec]  0.31918000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.61794017833E+000,  0.38205982167E+000,  0.75014261526E+006,  0.00000000000E+000,  0.12631998475E+001,  0.99951337585E+003,  0.19352128713E-004,  0.11358187316E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99491854904E+000,  0.50814509626E-002,  0.75014261524E+006,  0.00000000000E+000,  0.12631998475E+001,  0.99951337585E+003,  0.19352128713E-004,  0.11358187316E-002
"TIME [sec]  0.31924000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.61711694286E+000,  0.38288305714E+000,  0.75072548073E+006,  0.00000000000E+000,  0.12641736090E+001,  0.99951364519E+003,  0.19352130626E-004,  0.11358186148E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99490571865E+000,  0.50942813492E-002,  0.75072548072E+006,  0.00000000000E+000,  0.12641736090E+001,  0.99951364519E+003,  0.19352130626E-004,  0.11358186148E-002
"TIME [sec]  0.31931000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.61615650763E+000,  0.38384349237E+000,  0.75140663843E+006,  0.00000000000E+000,  0.12653115821E+001,  0.99951395995E+003,  0.19352132862E-004,  0.11358184783E-002
"             A11 1",  0.60500000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.99489073691E+000,  0.51092630851E-002,  0.75140663842E+006,  0.00000000000E+000,  0.12653115820E+001,  0.99951395995E+003,  0.19352132862E-004,  0.11358184783E-002
"TIME [sec]  0.31937000E+08"
"             A11 0",  0.25000000000E+000,  0.50000000000E-001, -0.50000000000E-001,  0.61533328223E+000,  0.38466671777E+000,  0.75199147423E+006,  0.00000000000E+000,  0.12662886353E+001,  0.99951423020E+003,  0.19352134782E-004,  0.11358183612E-002
