UTC,downhole pressure [kPa],CO2 partial pressure [kPa],pH
05/13/2023 23:28:03.190,100.87,69.5274936688236,6.3129
05/14/2023 01:56:09.800,96.15,67.8172569148908,6.3035
05/14/2023 04:24:16.760,96.82,64.6472752814739,6.3195
05/14/2023 06:52:23.530,102.22,73.4388728571438,6.3201
05/14/2023 09:20:31.110,101.45,77.5528127731252,6.3205
05/14/2023 11:48:38.270,102.22,82.1302564182043,6.3235
05/14/2023 14:16:45.630,92.96,81.1022994881835,6.3318
05/14/2023 16:44:53.720,102.7,79.4967473065585,6.3302
05/14/2023 19:13:01.910,98.94,78.5080132103748,6.3393
05/14/2023 21:41:11.270,96.15,79.5025005684676,6.3443
05/15/2023 00:09:19.820,95.57,76.7066826384332,6.3471
05/15/2023 02:37:28.930,97.78,79.7408669131334,6.3297
05/15/2023 05:05:38.630,99.33,72.520290692397,6.3602
05/15/2023 07:33:48.660,100.29,80.1082191321826,6.3597
05/15/2023 10:01:58.530,95.37,72.6037139206787,6.3352
05/15/2023 12:30:09.680,97.21,79.1291838655861,6.3456
05/15/2023 14:58:20.460,98.27,71.2644921321681,6.3585
05/15/2023 17:26:31.420,96.82,66.5869491300482,6.3481
05/15/2023 19:54:42.460,93.93,66.349786079413,6.3202
05/15/2023 22:22:54.630,89.69,69.9325478750607,6.357
05/16/2023 00:51:06.360,95.57,72.3049218973832,6.3579
05/16/2023 03:19:17.810,99.13,71.3493053769935,6.3443
05/16/2023 05:47:30.310,93.93,71.4917846609421,6.3485
05/16/2023 08:15:43.040,98.94,65.0728166673718,6.3492
05/16/2023 10:43:52.580,92.96,67.5081791736213,6.3431
05/16/2023 13:12:35.780,92.29,67.8439213542158,6.3142
05/16/2023 15:41:21.730,92.48,64.6108855862126,6.3494
05/16/2023 18:10:04.950,96.15,49.4825396482652,6.3417
05/16/2023 20:38:47.550,90.84,45.0076060178184,6.3498
05/16/2023 23:07:30.620,94.89,56.6873633034808,6.3443
05/17/2023 01:36:15.830,90.75,55.1792351693054,6.3684
05/17/2023 04:05:19.230,89.01,70.2791690024175,6.3693
05/17/2023 06:34:22.840,97.01,45.0135705452315,6.3397
05/17/2023 09:03:27.400,91.9,68.6545186177194,6.3747
05/17/2023 11:32:31.850,96.63,48.2873650007233,6.3756
05/17/2023 14:01:38.500,88.53,57.0238254927591,6.3866
05/17/2023 16:29:57.450,96.82,55.7812575027998,6.3506
05/17/2023 18:58:15.170,90.94,62.123867111379,6.3539
05/17/2023 21:26:32.120,96.15,71.0823642199767,6.387
05/17/2023 23:54:51.050,94.99,70.3535747503463,6.3743
05/18/2023 02:23:09.390,97.01,68.6122422806562,6.3687
05/18/2023 04:51:26.920,92.1,64.9660589623418,6.3616
05/18/2023 07:19:45.050,91.52,47.5208244350102,6.3674
05/18/2023 09:48:02.820,95.57,56.9944412446049,6.3584
05/18/2023 12:16:20.980,90.56,62.3388672704597,6.364
05/18/2023 14:44:39.370,93.93,58.7961799576295,6.3863
05/18/2023 17:12:59.500,94.51,64.0119774057197,6.3935
05/18/2023 19:41:18.820,91.42,56.5974737604314,6.3528
05/18/2023 22:09:38.330,91.42,65.7131740013667,6.3839
05/19/2023 00:37:58.520,88.34,53.4870767775087,6.3626
05/19/2023 03:06:18.770,90.17,58.4626548531077,6.3799
05/19/2023 05:34:39.320,89.21,50.1734892218952,6.3881
05/19/2023 08:03:01.830,87.76,61.5243826834441,6.3884
05/19/2023 10:31:22.560,96.05,59.9520062031752,6.3704
05/19/2023 12:59:43.960,93.93,64.3974500018485,6.4035
05/19/2023 15:28:05.210,90.65,44.190098338834,6.3731
05/19/2023 17:56:25.710,87.66,46.2198266353156,6.3733
05/19/2023 20:24:45.850,86.8,38.86795676489,6.3703
05/19/2023 22:53:06.430,92.96,56.8547439120997,6.3583
05/20/2023 01:21:27.460,87.47,42.028115445327,6.387
05/20/2023 03:49:48.580,92.19,43.0950793659442,6.4013
05/20/2023 06:18:10.240,93.25,59.4969648367752,6.383
05/20/2023 08:46:31.710,91.81,59.0213314708144,6.3688
05/20/2023 11:14:55.000,92.39,37.7666267226164,6.3872
05/20/2023 13:43:17.160,90.27,60.4113393094251,6.3575
05/20/2023 16:11:39.640,92.1,62.8568154297171,6.3698
05/20/2023 18:40:02.700,87.95,40.1734215981958,6.3917
05/20/2023 21:08:26.660,88.92,49.0662865662436,6.3751
05/20/2023 23:36:49.940,85.74,38.3929938721448,6.3882
05/21/2023 02:05:13.540,87.57,35.6051136965118,6.4214
05/21/2023 04:33:37.650,89.78,59.8702391313652,6.383
05/21/2023 07:02:01.700,86.8,38.1693338189026,6.396
05/21/2023 09:30:26.330,86.12,49.3552765126284,6.408
05/21/2023 11:58:50.860,83.33,49.8035789917269,6.4042
05/21/2023 14:27:15.870,90.27,53.5369549741898,6.4317
05/21/2023 16:55:40.660,91.13,51.889938801444,6.4017
05/21/2023 19:24:06.390,84.97,49.7397791975832,6.4364
05/21/2023 21:52:32.660,83.14,44.8955385517404,6.4185
05/22/2023 00:20:59.440,89.78,46.0393096729592,6.4242
05/22/2023 02:49:25.800,84.68,52.638523360502,6.4051
05/22/2023 05:17:52.500,80.82,33.1517318193027,6.4262
05/22/2023 07:46:19.290,89.59,36.406018949674,6.4377
05/22/2023 10:14:49.820,84.58,50.8939472476823,6.403
05/22/2023 12:43:17.130,84.58,43.4551024959942,6.4004
05/22/2023 15:11:44.370,82.56,46.3841112901067,6.4426
05/22/2023 17:40:12.340,88.05,54.307250490008,6.4223
05/22/2023 20:08:41.370,89.21,42.4740108736363,6.4436
05/22/2023 22:37:10.400,88.92,39.297154381762,6.4032
05/23/2023 01:05:40.000,82.65,33.7062294338027,6.4263
05/23/2023 03:34:14.630,87.66,34.9555115361253,6.4078
05/23/2023 06:02:44.300,81.88,51.1371431880967,6.4247
05/23/2023 08:31:14.350,84.97,49.6648611857164,6.4438
05/23/2023 10:59:44.690,85.74,39.2445244072006,6.3927
05/23/2023 13:28:15.870,88.53,36.2945941677249,6.437
05/23/2023 15:56:47.180,89.5,54.6887947797956,6.4063
05/23/2023 18:25:18.230,88.15,56.0141527802692,6.4295
05/23/2023 20:53:48.470,85.83,41.1148616164936,6.4488
05/23/2023 23:22:22.890,84.68,38.3741451973091,6.3944
05/24/2023 01:50:57.420,87.57,51.051623032757,6.4096
05/24/2023 04:19:31.600,84.1,44.1483569161202,6.4308
05/24/2023 06:48:05.320,84,39.9902901585699,6.4192
05/24/2023 09:16:39.130,81.88,30.0064604979303,6.4256
05/24/2023 11:45:14.130,81.21,40.296428249613,6.4354
05/24/2023 14:13:50.250,86.6,46.4201885909601,6.423
05/24/2023 16:42:25.610,86.7,38.8106192680729,6.4214
05/24/2023 19:11:01.070,84.29,46.1022687835268,6.4346
05/24/2023 21:39:37.600,84.39,36.2151395846162,6.4217
05/25/2023 00:08:13.490,82.17,50.2455017838463,6.4453
05/25/2023 02:36:50.300,80.44,33.9415946825144,6.433
05/25/2023 05:05:25.930,80.15,47.0390197784121,6.4484
05/25/2023 07:34:03.460,83.23,51.4233185120758,6.4446
05/25/2023 10:02:41.930,77.93,35.7922263288735,6.4387
05/25/2023 12:31:18.770,83.04,34.0982279965555,6.4749
05/25/2023 14:59:57.070,81.88,33.1873439761712,6.4198
05/25/2023 17:28:35.870,77.93,33.5082905496331,6.4488
05/25/2023 19:57:14.130,78.22,36.95208216926,6.4478
05/25/2023 22:25:52.980,78.8,39.3219283611147,6.4506
05/26/2023 00:54:34.160,79.57,36.8202919481719,6.4335
05/26/2023 03:23:13.060,84.77,43.7987805509345,6.4747
05/26/2023 05:51:52.620,84.68,40.9867345460745,6.4324
05/26/2023 08:20:32.370,80.44,33.8486391241615,6.4465
05/26/2023 10:49:12.030,83.91,45.9444290956156,6.4021
05/26/2023 13:17:53.220,85.74,43.8595875249539,6.4473
05/26/2023 15:46:33.260,83.33,44.2408775161364,6.4515
05/26/2023 18:15:16.200,85.83,33.618742241036,6.3979
05/26/2023 20:43:57.970,83.81,57.2718368948602,6.4246
05/26/2023 23:12:42.090,80.05,41.2926272785095,6.4457
05/27/2023 01:41:24.060,81.98,44.4838230398795,6.4365
05/27/2023 04:10:06.410,80.73,34.429583170435,6.4402
05/27/2023 06:38:50.340,81.5,40.9646909135338,6.4109
05/27/2023 09:07:33.560,81.01,39.8394446547578,6.4396
05/27/2023 11:36:17.450,78.61,31.8032088969576,6.4465
05/27/2023 14:05:00.890,82.17,38.0413341878161,6.4341
05/27/2023 16:33:45.680,80.15,45.8813814148796,6.4512
05/27/2023 19:02:31.780,84,37.9916546171527,6.428
05/27/2023 21:31:16.770,82.65,59.0817889064047,6.4388
05/28/2023 00:00:02.490,86.32,41.5208471545595,6.4369
05/28/2023 02:28:47.490,85.45,35.7718270915911,6.4516
05/28/2023 04:57:33.110,82.46,43.2830666072882,6.433
05/28/2023 07:26:19.100,82.75,43.4598285469581,6.4576
05/28/2023 09:55:05.260,81.88,43.4342041256182,6.4461
05/28/2023 12:23:52.840,82.94,46.8167692741125,6.4483
05/28/2023 14:52:40.460,81.79,36.2341352872257,6.4512
05/28/2023 17:21:28.530,82.65,46.7259434414966,6.4352
05/28/2023 19:50:15.590,83.04,38.919448441641,6.4598
05/28/2023 22:19:03.080,80.82,42.7614302189474,6.442
05/29/2023 00:47:51.020,81.79,48.6676547010822,6.4559
05/29/2023 03:16:39.290,81.11,47.3543676926862,6.4286
05/29/2023 05:45:28.020,79.28,29.7622884346914,6.5435
05/29/2023 08:14:15.960,69.07,33.0139435652934,6.5513
05/29/2023 10:43:04.510,72.73,29.9788458626983,6.5723
05/29/2023 13:11:54.040,58.66,26.5873778172988,6.5512
05/29/2023 15:40:43.730,65.5,24.2427037488972,6.5707
05/29/2023 18:09:33.830,66.27,23.8991135864965,6.6038
05/29/2023 20:38:24.410,73.98,21.874071708592,6.5823
05/29/2023 23:07:14.310,65.6,22.998174708592,6.5635
05/30/2023 01:36:05.070,68.97,16.3738524832397,6.6115
05/30/2023 04:04:55.220,62.13,15.1607790610769,6.6506
05/30/2023 06:33:46.360,72.73,26.3872011261442,6.6382
05/30/2023 09:02:37.440,69.74,23.2963960592786,6.6322
05/30/2023 11:31:30.200,65.31,22.5707921854414,6.6617
05/30/2023 14:00:22.020,56.05,18.778493826156,6.6352
05/30/2023 16:29:14.280,60.58,25.4278866996728,6.6548
05/30/2023 18:58:05.830,56.25,18.6510854308073,6.672
05/30/2023 21:26:58.380,65.6,24.9110435243125,6.6221
05/30/2023 23:55:51.890,53.84,26.0169720000466,6.678
05/31/2023 02:24:45.170,75.04,24.9257771597046,6.7192
05/31/2023 04:53:39.030,69.07,26.7794098777496,6.7117
05/31/2023 07:22:33.590,61.36,14.037801704328,6.6867
05/31/2023 09:51:26.610,65.88,22.9192225640794,6.7264
05/31/2023 12:20:20.990,56.73,23.293491944452,6.697
05/31/2023 14:49:15.200,70.32,19.1253916284889,6.7545
05/31/2023 17:18:10.280,63.09,25.7136069669271,6.7133
05/31/2023 19:47:05.590,61.84,15.8511152643935,6.6846
05/31/2023 22:16:00.420,67.62,24.0236725029018,6.7262
06/01/2023 00:44:55.660,57.31,12.9298034223744,6.7381
06/01/2023 03:13:52.810,57.31,29.3601159434799,6.7381
06/01/2023 05:42:48.670,57.31,25.0747472153969,6.7381
