Time (days),TimeElapsed,Gas Pressure (MPa),Water Injection Rate (kg/s)
270.91704861111066,23407232.999999963,4.779952818780001,8.375023781470037e-09
271.10188657407707,23423203.00000026,4.782706698328,8.383816280370855e-09
271.2876504629603,23439252.99999977,4.782706698328,8.387658193402664e-09
271.4723842592575,23455213.99999985,4.782706698328,8.388543700225918e-09
271.657685185186,23471224.000000067,4.782706698328,8.380778013628227e-09
271.84311342592264,23487244.999999717,4.7840836381019995,8.3829984397317e-09
272.027488425927,23503175.000000093,4.7840836381019995,8.38080728166013e-09
272.21290509259416,23519195.000000134,4.788214457424001,8.383521722825373e-09
272.39706018518336,23535105.999999844,4.782706698328,8.3848086231185e-09
272.58224537037313,23551106.00000024,4.785460577876001,8.384003999791501e-09
272.7677893518485,23567136.99999971,4.781329758554,8.381722662620455e-09
272.95366898148495,23583197.000000298,4.778575879006,8.38450261488425e-09
273.14025462963036,23599318.000000063,4.778575879006,8.382418088329321e-09
273.3265972222216,23615417.999999948,4.774445059684,8.38347913049526e-09
273.5126041666663,23631488.999999966,4.7703142403620005,8.380704249881927e-09
273.69697916666337,23647418.999999717,4.7703142403620005,8.384848964351055e-09
273.8827430555539,23663468.999999855,4.764806481266,8.385715140113879e-09
274.0690972222219,23679569.99999997,4.764806481266,8.378959691885309e-09
274.25370370370365,23695519.999999996,4.755167902848,8.38631874606692e-09
274.4382060185162,23711460.9999998,4.749660143752,8.375024151662554e-09
274.6248958333308,23727590.999999784,4.744152384656,8.391586732805143e-09
274.81032407407474,23743612.00000006,4.7400215653340005,8.382998439401624e-09
274.99689814815065,23759732.000000216,4.727629107367999,8.384935111582857e-09
275.18082175926247,23775623.000000276,4.709728890306,8.3792817317674e-09
275.366469907407,23791662.999999966,4.684943974374001,8.384984912877265e-09
275.55188657407416,23807683.000000007,4.664289877764,8.385531210966694e-09
275.7371990740721,23823693.999999832,4.656028239119999,8.382265192771383e-09
275.9214583333305,23839613.999999758,4.654651299346,8.388030527677688e-09
276.105613425927,23855525.000000093,4.651897419798001,8.374818804423496e-09
276.28964120370074,23871424.999999743,4.646389660702001,8.390609434147185e-09
276.475416666668,23887476.00000012,4.640881901606,8.37127879863293e-09
276.6596759259264,23903396.000000045,4.633997202736,8.388093718631066e-09
276.8442824074082,23919346.000000067,4.624358624318001,8.3782455172297e-09
277.0290162037054,23935307.000000145,4.618850865222001,8.39056061646182e-09
277.2133912037025,23951236.999999896,4.6147200458999995,8.382828123170223e-09
277.39835648148437,23967218.00000025,4.609212286804,8.383962830675046e-09
277.5831944444435,23983187.999999918,4.605081467482,8.381800501113962e-09
277.7683912037028,23999188.999999918,4.602327587934,8.385491906756615e-09
277.9534606481466,24015178.999999866,4.599573708386,8.383270419037821e-09
278.13854166666715,24031170.00000004,4.5954428890640004,8.382746169629015e-09
278.32361111111095,24047159.999999985,4.591312069742,8.38327041904151e-09
278.5089120370394,24063170.000000205,4.588558190194,8.378830106067372e-09
278.6929513888899,24079071.00000009,4.585804310646,8.388057229167244e-09
278.8782523148184,24095081.00000031,4.583050431098,8.382788756911462e-09
279.0640277777784,24111132.000000052,4.58029655155,8.379238552250207e-09
279.24932870370685,24127142.000000272,4.58029655155,8.38674740775382e-09
279.4346412037048,24143153.000000097,4.578919611776,8.378243957371144e-09
279.6187847222245,24159063.000000197,4.58029655155,8.389319170281143e-09
279.8040972222225,24175074.000000022,4.578919611776,8.376296171471904e-09
279.9889351851816,24191043.99999969,4.578919611776,8.389800626347662e-09
280.1748263888876,24207104.99999989,4.58029655155,8.381976215576027e-09
280.3588541666686,24223005.000000168,4.583050431098,8.382574087902685e-09
280.5440393518511,24239004.999999933,4.5844273708720005,8.381992000124204e-09
280.7298148148184,24255056.00000031,4.577542672001999,8.385192698076672e-09
280.91442129629286,24271005.999999702,4.572034912906,8.38032689687007e-09
281.098807870374,24286937.000000313,4.5568885753920005,8.382301926739577e-09
281.2841087962952,24302946.999999903,4.551380816296,8.384736664800954e-09
281.4703472222245,24319038.000000197,4.544496117426,8.38422944487574e-09
281.6563541666692,24335109.000000216,4.544496117426,8.382707361076632e-09
281.8446643518546,24351379.00000024,4.541742237877999,8.382137922544819e-09
282.03159722222335,24367530.000000097,4.540365298104001,8.384599839095018e-09
282.21806712963007,24383641.000000037,4.536234478782,8.3816890323687e-09
282.4052314814835,24399812.000000175,4.53898835833,8.38418353836179e-09
282.5919212962981,24415942.000000156,4.537611418556,8.3856617483046e-09
282.7783912037048,24432053.000000097,4.534857539008001,8.37969089444987e-09
282.96462962962687,24448143.99999976,4.534857539008001,8.382228823739417e-09
283.1517824074108,24464314.00000029,4.533480599234,8.384639826565443e-09
283.3391782407416,24480505.000000075,4.534857539008001,8.38364399986582e-09
283.52611111111037,24496655.999999937,4.534857539008001,8.382668936979738e-09
283.7125694444476,24512766.000000272,4.533480599234,8.380211048862365e-09
283.9007754629638,24529027.00000007,4.529349779912001,8.384859356847761e-09
284.0881712962946,24545217.999999855,4.530726719685999,8.38755839675223e-09
284.2763657407413,24561478.00000005,4.530726719685999,8.381415375055261e-09
284.4630671296327,24577609.000000264,4.526595900364001,8.385141900575616e-09
284.6503472222248,24593790.000000224,4.529349779912001,8.378939867767256e-09
