TimeElapsed,Pressure_MPa
0.0,-0.025566992479999995
32150.999999628402,0.12727332243399997
64292.0000000624,0.128650262208
96693.99999990128,0.12727332243399997
128944.9999996461,0.12727332243399997
161106.99999995995,0.12727332243399997
193207.99999984447,0.361353084014
225418.99999966845,1.0594615494319999
257569.9999999255,1.7575700148499998
289710.99999973085,2.002665294622
321921.9999995548,2.0012883548479996
354093.99999969173,2.002665294622
386324.99999979045,2.004042234396
418515.99999996834,2.002665294622
450696.9999996945,2.0012883548479996
482908.00000014715,2.002665294622
515079.0000000503,2.002665294622
547429.9999999115,2.00541917417
579710.9999997541,2.00541917417
612072.9999996722,2.004042234396
644333.9999998687,2.00541917417
676614.9999997113,2.00541917417
709046.0000000428,2.017811632136
741156.9999997504,2.0136808128139996
773467.9999996908,2.0136808128139996
805709.9999998463,2.010926933266
837901.0000000242,2.004042234396
870021.9999995548,1.9999114150739996
902013.0000001285,1.9999114150739996
934153.9999999339,1.9999114150739996
966244.9999999953,2.00541917417
998296.000000136,2.00541917417
1030446.9999997644,2.004042234396
1062738.9999996638,1.9999114150739996
1095009.9999996834,2.004042234396
1127250.9999996051,1.9999114150739996
1159491.999999527,1.9999114150739996
1191562.9999999423,1.9999114150739996
1223934.0000000782,1.9999114150739996
1255984.9999995902,2.004042234396
1288137.000000081,2.00541917417
1320548.0000001378,2.0067961139439996
1352528.9999996312,2.00541917417
1384490.000000107,2.0067961139439996
1416570.9999997169,1.9999114150739996
1448801.9999998156,2.00541917417
1480903.9999999339,1.9999114150739996
1513165.0000001304,1.9999114150739996
1545366.0000001313,2.004042234396
1577586.9999997783,2.00541917417
1609698.0000001146,2.004042234396
1642039.9999997579,1.9999114150739996
1674200.999999838,1.9999114150739996
1706341.9999996433,2.004042234396
1738492.9999999003,2.247760574394
1770864.0000000363,2.247760574394
1803084.9999996834,2.251891393716
1835266.0000000382,2.247760574394
1867427.9999997234,2.251891393716
1899638.9999995474,2.247760574394
1931869.999999646,2.251891393716
1964151.0000001173,2.251891393716
1996311.9999995688,2.25326833349
2028492.9999999236,2.25326833349
2060754.9999997253,2.247760574394
2092866.0000000615,2.25326833349
2125146.999999904,2.25326833349
2157468.9999999013,2.247760574394
2189849.9999998603,2.251891393716
2222140.999999526,2.247760574394
2254412.9999997793,2.251891393716
2286783.9999999152,2.247760574394
2318994.999999739,2.247760574394
2351326.9999995595,2.247760574394
2383647.9999999516,2.247760574394
2416038.9999997336,2.247760574394
2448430.9999997495,2.247760574394
2480731.999999867,2.247760574394
2512943.9999999246,2.247760574394
2545354.9999999814,2.247760574394
2577715.9999996657,2.251891393716
2610137.9999997793,2.247760574394
2642438.9999998966,2.25326833349
2674759.99999966,1.8140245455839996
2707660.9999998473,1.8112706660359998
2739882.000000123,1.7947473887479997
2772104.0000000037,1.7947473887479997
2804524.9999998836,1.7947473887479997
2836676.9999997457,1.8002551478439996
2868907.9999998445,1.7988782080699999
2901268.9999995288,1.8016320876179999
2933580.999999703,1.7947473887479997
2965692.000000039,1.5592906873939998
2998044.000000134,1.5496521089759998
3030414.9999996414,1.5537829282979998
3062725.999999582,1.5537829282979998
3095067.999999854,1.5551598680719998
3127259.0000000317,1.556536807846
3159500.9999995586,1.5537829282979998
3191712.000000011,1.5551598680719998
3223963.9999999898,1.556536807846
3256384.9999998696,1.5551598680719998
3288856.000000122,1.5496521089759998
3321157.9999998445,1.5537829282979998
3353318.9999999246,1.5579137476199998
3385510.9999997076,1.5537829282979998
3417902.0000001183,1.5537829282979998
3450292.9999999003,1.5496521089759998
3482444.9999997625,1.5496521089759998
3514745.99999988,1.5496521089759998
3547086.999999918,1.5537829282979998
3579539.0000001295,1.5551598680719998
3611839.999999618,1.5537829282979998
3644032.00000003,1.5537829282979998
3676282.9999997746,1.5551598680719998
3708625.0000000466,1.5537829282979998
3740925.9999995353,1.5496521089759998
3773156.999999634,1.5537829282979998
3805568.9999999246,1.5551598680719998
3837929.999999609,1.5537829282979998
3870290.999999922,1.5537829282979998
3902472.9999998817,1.556536807846
3934683.9999997057,1.5537829282979998
3966905.9999995865,1.5537829282979998
3999266.9999998994,1.5551598680719998
4031647.9999998584,1.5537829282979998
4063689.999999781,1.5551598680719998
4095890.999999782,1.5496521089759998
4128082.999999565,1.5496521089759998
4160574.000000092,2.017811632136
4192654.999999702,2.0136808128139996
4224936.999999778,2.017811632136
4257277.9999998165,2.01918857191
4289519.999999972,2.0136808128139996
4321780.99999954,2.0136808128139996
4353971.999999718,2.0136808128139996
4386183.999999776,2.0136808128139996
4418514.999999991,2.0136808128139996
4450926.999999653,2.017811632136
4483108.000000007,2.0136808128139996
4515248.999999813,2.023319391232
4547451.0000000475,2.017811632136
4579671.9999996945,2.034334909424
4611972.999999812,2.03295796965
4644175.000000047,2.0136808128139996
4676545.999999554,2.0136808128139996
4708948.000000021,2.031581029876
4741368.999999901,2.02607327078
4773819.999999879,2.0136808128139996
4806202.000000072,2.0136808128139996
4838632.999999775,2.03295796965
4870944.999999949,2.0136808128139996
4903285.999999987,2.017811632136
4935616.999999573,2.03295796965
4968068.999999785,2.0136808128139996
5000500.000000116,2.0136808128139996
5032720.999999763,2.017811632136
5065152.9999997,2.02607327078
5097433.999999543,2.017811632136
5129874.999999697,2.03295796965
5162076.999999932,2.034334909424
5194397.999999695,2.030204090102
5226679.999999772,2.0136808128139996
5258980.999999889,2.034334909424
5291301.999999653,2.020565511684
5323604.000000004,2.031581029876
5355905.000000121,2.0136808128139996
5388076.999999629,2.034334909424
5420547.999999882,2.0136808128139996
5452828.999999724,2.027450210554
5485090.999999526,2.017811632136
5517262.000000058,2.0136808128139996
5549603.000000096,2.031581029876
5581954.999999562,2.034334909424
5614215.999999759,2.024696331006
5646737.999999989,2.034334909424
5678938.99999999,2.0136808128139996
5711359.99999987,2.03295796965
5743660.999999987,2.017811632136
5776212.999999686,2.0136808128139996
5808534.000000078,2.023319391232
5840724.9999996275,2.01918857191
5872915.999999805,2.031581029876
5905407.999999938,2.0136808128139996
5937808.999999543,2.023319391232
5970190.00000013,2.017811632136
6002540.999999992,2.0136808128139996
6034772.999999695,2.0136808128139996
6067083.999999636,2.0136808128139996
6099464.999999595,2.01918857191
6131905.9999997495,2.017811632136
6170421.999999904,2.0219424514579996
6202883.9999999385,2.0136808128139996
6235444.999999856,2.0136808128139996
6267785.999999894,2.0136808128139996
6300176.999999676,2.03295796965
6332617.9999998305,2.0136808128139996
6365059.99999959,2.03295796965
6397440.999999549,2.027450210554
6429822.000000137,2.0288271503279995
6462172.999999998,2.03295796965
