"              ELEM","                 X","                 Y","                 Z","              ROCK","            KABS_1","            KABS_2","            KABS_3","              PRES","             SAT_G","             SAT_L"
"                  ","               (M)","               (M)","               (M)","                  ","            (M**2)","            (M**2)","            (M**2)","              (PA)","               (-)","               (-)"
"TIME [sec]  0.17676752E+08"
"             A1C28",  0.13879100000E-001, -0.18385000000E-001,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048923036E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C29",  0.13879100000E-001, -0.18385000000E-001,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048488943E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C30",  0.13879100000E-001, -0.18385000000E-001,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048025677E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C31",  0.13879100000E-001, -0.18385000000E-001,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047533798E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C32",  0.13879100000E-001, -0.18385000000E-001,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047014043E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C33",  0.13879100000E-001, -0.18385000000E-001,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046467351E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C34",  0.13879100000E-001, -0.18385000000E-001,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045894901E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C35",  0.13879100000E-001, -0.18385000000E-001,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045298158E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C36",  0.13879100000E-001, -0.18385000000E-001,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044678927E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C37",  0.13879100000E-001, -0.18385000000E-001,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044039415E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C38",  0.13879100000E-001, -0.18385000000E-001,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043382316E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C39",  0.13879100000E-001, -0.18385000000E-001,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042710895E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C40",  0.13879100000E-001, -0.18385000000E-001,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042029101E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C41",  0.13879100000E-001, -0.18385000000E-001,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041341675E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C42",  0.13879100000E-001, -0.18385000000E-001,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040654273E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C43",  0.13879100000E-001, -0.18385000000E-001,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039973572E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C44",  0.13879100000E-001, -0.18385000000E-001,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039307351E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C45",  0.13879100000E-001, -0.18385000000E-001,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038664489E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C46",  0.13879100000E-001, -0.18385000000E-001,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038054842E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C47",  0.13879100000E-001, -0.18385000000E-001,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037488920E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C48",  0.13879100000E-001, -0.18385000000E-001,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036977279E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C49",  0.13879100000E-001, -0.18385000000E-001,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036529603E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C50",  0.13879100000E-001,  0.18385000000E-001,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050051841E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C51",  0.13879100000E-001,  0.18385000000E-001,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049707279E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C52",  0.13879100000E-001,  0.18385000000E-001,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049332788E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C53",  0.13879100000E-001,  0.18385000000E-001,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048928499E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C54",  0.13879100000E-001,  0.18385000000E-001,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048494685E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C55",  0.13879100000E-001,  0.18385000000E-001,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048031759E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C56",  0.13879100000E-001,  0.18385000000E-001,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047540286E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C57",  0.13879100000E-001,  0.18385000000E-001,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047021007E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C58",  0.13879100000E-001,  0.18385000000E-001,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046474862E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C59",  0.13879100000E-001,  0.18385000000E-001,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045903035E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C60",  0.13879100000E-001,  0.18385000000E-001,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045306995E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C61",  0.13879100000E-001,  0.18385000000E-001,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044688550E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C62",  0.13879100000E-001,  0.18385000000E-001,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044049912E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C63",  0.13879100000E-001,  0.18385000000E-001,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043393775E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C64",  0.13879100000E-001,  0.18385000000E-001,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042723409E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C65",  0.13879100000E-001,  0.18385000000E-001,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042042761E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C66",  0.13879100000E-001,  0.18385000000E-001,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041356574E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C67",  0.13879100000E-001,  0.18385000000E-001,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040670497E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C68",  0.13879100000E-001,  0.18385000000E-001,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039991201E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C69",  0.13879100000E-001,  0.18385000000E-001,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039326445E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C70",  0.13879100000E-001,  0.18385000000E-001,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038685078E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C71",  0.13879100000E-001,  0.18385000000E-001,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038076907E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C72",  0.13879100000E-001,  0.18385000000E-001,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037512371E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C73",  0.13879100000E-001,  0.18385000000E-001,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037001925E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C74",  0.13879100000E-001,  0.18385000000E-001,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036555140E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C75", -0.11885000000E-001,  0.23384900000E-001,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050030802E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C76", -0.11885000000E-001,  0.23384900000E-001,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049685687E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C77", -0.11885000000E-001,  0.23384900000E-001,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049310655E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C78", -0.11885000000E-001,  0.23384900000E-001,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048905896E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C79", -0.11885000000E-001,  0.23384900000E-001,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048471740E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C80", -0.11885000000E-001,  0.23384900000E-001,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048008666E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C81", -0.11885000000E-001,  0.23384900000E-001,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047517329E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C82", -0.11885000000E-001,  0.23384900000E-001,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046998585E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C83", -0.11885000000E-001,  0.23384900000E-001,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046453524E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C84", -0.11885000000E-001,  0.23384900000E-001,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045883509E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C85", -0.11885000000E-001,  0.23384900000E-001,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045290230E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C86", -0.11885000000E-001,  0.23384900000E-001,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044675754E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C87", -0.11885000000E-001,  0.23384900000E-001,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044042593E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C88", -0.11885000000E-001,  0.23384900000E-001,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043393782E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C89", -0.11885000000E-001,  0.23384900000E-001,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042732952E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C90", -0.11885000000E-001,  0.23384900000E-001,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042064413E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C91", -0.11885000000E-001,  0.23384900000E-001,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041393227E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C92", -0.11885000000E-001,  0.23384900000E-001,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040725269E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C93", -0.11885000000E-001,  0.23384900000E-001,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040067238E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C94", -0.11885000000E-001,  0.23384900000E-001,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039426630E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C95", -0.11885000000E-001,  0.23384900000E-001,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038811604E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C96", -0.11885000000E-001,  0.23384900000E-001,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038230743E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C97", -0.11885000000E-001,  0.23384900000E-001,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037692677E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C98", -0.11885000000E-001,  0.23384900000E-001,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037205550E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1C99", -0.11885000000E-001,  0.23384900000E-001,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036776379E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D 0", -0.11885000000E-001, -0.23384000000E-001,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050025096E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D 1", -0.11885000000E-001, -0.23384000000E-001,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049679858E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D 2", -0.11885000000E-001, -0.23384000000E-001,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049304638E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D 3", -0.11885000000E-001, -0.23384000000E-001,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048899628E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D 4", -0.11885000000E-001, -0.23384000000E-001,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048465151E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D 5", -0.11885000000E-001, -0.23384000000E-001,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048001684E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D 6", -0.11885000000E-001, -0.23384000000E-001,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047509878E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D 7", -0.11885000000E-001, -0.23384000000E-001,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046990585E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D 8", -0.11885000000E-001, -0.23384000000E-001,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046444890E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D 9", -0.11885000000E-001, -0.23384000000E-001,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045874154E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D10", -0.11885000000E-001, -0.23384000000E-001,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045280059E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D11", -0.11885000000E-001, -0.23384000000E-001,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044664671E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D12", -0.11885000000E-001, -0.23384000000E-001,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044030501E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D13", -0.11885000000E-001, -0.23384000000E-001,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043380580E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D14", -0.11885000000E-001, -0.23384000000E-001,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042718542E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D15", -0.11885000000E-001, -0.23384000000E-001,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042048701E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D16", -0.11885000000E-001, -0.23384000000E-001,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041376134E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D17", -0.11885000000E-001, -0.23384000000E-001,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040706728E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D18", -0.11885000000E-001, -0.23384000000E-001,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040047211E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D19", -0.11885000000E-001, -0.23384000000E-001,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039405112E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D20", -0.11885000000E-001, -0.23384000000E-001,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038788634E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D21", -0.11885000000E-001, -0.23384000000E-001,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038206420E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D22", -0.11885000000E-001, -0.23384000000E-001,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037667158E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D23", -0.11885000000E-001, -0.23384000000E-001,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037179059E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D24", -0.11885000000E-001, -0.23384000000E-001,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036749201E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D25", -0.24942000000E-001,  0.25492000000E-002,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050014608E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D26", -0.24942000000E-001,  0.25492000000E-002,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049669286E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D27", -0.24942000000E-001,  0.25492000000E-002,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049293871E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D28", -0.24942000000E-001,  0.25492000000E-002,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048888530E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D29", -0.24942000000E-001,  0.25492000000E-002,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048453571E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D30", -0.24942000000E-001,  0.25492000000E-002,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047989450E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D31", -0.24942000000E-001,  0.25492000000E-002,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047496794E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D32", -0.24942000000E-001,  0.25492000000E-002,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046976423E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D33", -0.24942000000E-001,  0.25492000000E-002,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046429384E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D34", -0.24942000000E-001,  0.25492000000E-002,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045856989E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D35", -0.24942000000E-001,  0.25492000000E-002,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045260864E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D36", -0.24942000000E-001,  0.25492000000E-002,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044643006E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D37", -0.24942000000E-001,  0.25492000000E-002,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044005848E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D38", -0.24942000000E-001,  0.25492000000E-002,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043352335E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D39", -0.24942000000E-001,  0.25492000000E-002,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042686013E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D40", -0.24942000000E-001,  0.25492000000E-002,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042011110E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D41", -0.24942000000E-001,  0.25492000000E-002,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041332631E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D42", -0.24942000000E-001,  0.25492000000E-002,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040656429E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D43", -0.24942000000E-001,  0.25492000000E-002,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039989258E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D44", -0.24942000000E-001,  0.25492000000E-002,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039338762E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D45", -0.24942000000E-001,  0.25492000000E-002,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038713391E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D46", -0.24942000000E-001,  0.25492000000E-002,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038122182E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D47", -0.24942000000E-001,  0.25492000000E-002,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037574384E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D48", -0.24942000000E-001,  0.25492000000E-002,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037078897E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D49", -0.24942000000E-001,  0.25492000000E-002,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036643542E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D50", -0.24942000000E-001, -0.25490000000E-002,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20050013956E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D51", -0.24942000000E-001, -0.25490000000E-002,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049668621E+007,  0.00000000000E+000,  0.10000000000E+001
"             A1D52", -0.24942000000E-001, -0.25490000000E-002,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049293186E+007,  0.00000000000E+000,  0.10000000000E+001
