"              ELEM","                 X","                 Y","                 Z","              ROCK","            KABS_1","            KABS_2","            KABS_3","              PRES","             SAT_G","             SAT_L"
"                  ","               (M)","               (M)","               (M)","                  ","            (M**2)","            (M**2)","            (M**2)","              (PA)","               (-)","               (-)"
"TIME [sec]  0.17676752E+08"
"             A2B51", -0.13360000000E-002, -0.11010000000E-001,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049545940E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B52", -0.13360000000E-002, -0.11010000000E-001,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049169897E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B53", -0.13360000000E-002, -0.11010000000E-001,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048759885E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B54", -0.13360000000E-002, -0.11010000000E-001,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048314308E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B55", -0.13360000000E-002, -0.11010000000E-001,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047832349E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B56", -0.13360000000E-002, -0.11010000000E-001,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047313352E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B57", -0.13360000000E-002, -0.11010000000E-001,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046756585E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B58", -0.13360000000E-002, -0.11010000000E-001,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046161115E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B59", -0.13360000000E-002, -0.11010000000E-001,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045525724E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B60", -0.13360000000E-002, -0.11010000000E-001,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044848825E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B61", -0.13360000000E-002, -0.11010000000E-001,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044128366E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B62", -0.13360000000E-002, -0.11010000000E-001,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043361723E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B63", -0.13360000000E-002, -0.11010000000E-001,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042545562E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B64", -0.13360000000E-002, -0.11010000000E-001,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041675689E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B65", -0.13360000000E-002, -0.11010000000E-001,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040746861E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B66", -0.13360000000E-002, -0.11010000000E-001,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039752579E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B67", -0.13360000000E-002, -0.11010000000E-001,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038684867E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B68", -0.13360000000E-002, -0.11010000000E-001,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037534073E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B69", -0.13360000000E-002, -0.11010000000E-001,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036288786E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B70", -0.13360000000E-002, -0.11010000000E-001,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20034936133E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B71", -0.13360000000E-002, -0.11010000000E-001,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20033463169E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B72", -0.13360000000E-002, -0.11010000000E-001,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20031861522E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B73", -0.13360000000E-002, -0.11010000000E-001,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20030141717E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B74", -0.13360000000E-002, -0.11010000000E-001,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20028377804E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B75", -0.63000000000E-002,  0.91278000000E-002,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049890856E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B76", -0.63000000000E-002,  0.91278000000E-002,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049544703E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B77", -0.63000000000E-002,  0.91278000000E-002,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049168607E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B78", -0.63000000000E-002,  0.91278000000E-002,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048758505E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B79", -0.63000000000E-002,  0.91278000000E-002,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048312888E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B80", -0.63000000000E-002,  0.91278000000E-002,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047830968E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B81", -0.63000000000E-002,  0.91278000000E-002,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047312105E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B82", -0.63000000000E-002,  0.91278000000E-002,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046755579E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B83", -0.63000000000E-002,  0.91278000000E-002,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046160481E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B84", -0.63000000000E-002,  0.91278000000E-002,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045525623E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B85", -0.63000000000E-002,  0.91278000000E-002,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044849459E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B86", -0.63000000000E-002,  0.91278000000E-002,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044129996E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B87", -0.63000000000E-002,  0.91278000000E-002,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043364681E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B88", -0.63000000000E-002,  0.91278000000E-002,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042550282E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B89", -0.63000000000E-002,  0.91278000000E-002,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041682730E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B90", -0.63000000000E-002,  0.91278000000E-002,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040756955E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B91", -0.63000000000E-002,  0.91278000000E-002,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039766685E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B92", -0.63000000000E-002,  0.91278000000E-002,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038704255E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B93", -0.63000000000E-002,  0.91278000000E-002,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037560431E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B94", -0.63000000000E-002,  0.91278000000E-002,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036324354E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B95", -0.63000000000E-002,  0.91278000000E-002,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20034983818E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B96", -0.63000000000E-002,  0.91278000000E-002,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20033526493E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B97", -0.63000000000E-002,  0.91278000000E-002,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20031943865E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B98", -0.63000000000E-002,  0.91278000000E-002,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20030243679E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2B99", -0.63000000000E-002,  0.91278000000E-002,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20028490952E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C 0", -0.63000000000E-002, -0.91270000000E-002,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049886006E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C 1", -0.63000000000E-002, -0.91270000000E-002,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049540070E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C 2", -0.63000000000E-002, -0.91270000000E-002,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049164053E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C 3", -0.63000000000E-002, -0.91270000000E-002,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048753888E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C 4", -0.63000000000E-002, -0.91270000000E-002,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048308091E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C 5", -0.63000000000E-002, -0.91270000000E-002,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047825883E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C 6", -0.63000000000E-002, -0.91270000000E-002,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047306622E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C 7", -0.63000000000E-002, -0.91270000000E-002,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046749580E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C 8", -0.63000000000E-002, -0.91270000000E-002,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046153836E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C 9", -0.63000000000E-002, -0.91270000000E-002,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045518183E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C10", -0.63000000000E-002, -0.91270000000E-002,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044841053E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C11", -0.63000000000E-002, -0.91270000000E-002,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044120418E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C12", -0.63000000000E-002, -0.91270000000E-002,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043353683E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C13", -0.63000000000E-002, -0.91270000000E-002,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042537561E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C14", -0.63000000000E-002, -0.91270000000E-002,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041667909E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C15", -0.63000000000E-002, -0.91270000000E-002,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040739559E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C16", -0.63000000000E-002, -0.91270000000E-002,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039746108E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C17", -0.63000000000E-002, -0.91270000000E-002,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038679707E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C18", -0.63000000000E-002, -0.91270000000E-002,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037530874E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C19", -0.63000000000E-002, -0.91270000000E-002,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036288397E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C20", -0.63000000000E-002, -0.91270000000E-002,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20034939563E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C21", -0.63000000000E-002, -0.91270000000E-002,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20033471228E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C22", -0.63000000000E-002, -0.91270000000E-002,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20031873360E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C23", -0.63000000000E-002, -0.91270000000E-002,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20030150323E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C24", -0.63000000000E-002, -0.91270000000E-002,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20028359657E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C25", -0.98200000000E-002, -0.51540000000E-002,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049882544E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C26", -0.98200000000E-002, -0.51540000000E-002,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049536329E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C27", -0.98200000000E-002, -0.51540000000E-002,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049160212E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C28", -0.98200000000E-002, -0.51540000000E-002,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048750002E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C29", -0.98200000000E-002, -0.51540000000E-002,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048304138E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C30", -0.98200000000E-002, -0.51540000000E-002,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047821823E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C31", -0.98200000000E-002, -0.51540000000E-002,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047302416E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C32", -0.98200000000E-002, -0.51540000000E-002,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046745197E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C33", -0.98200000000E-002, -0.51540000000E-002,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046149249E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C34", -0.98200000000E-002, -0.51540000000E-002,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045513369E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C35", -0.98200000000E-002, -0.51540000000E-002,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044835993E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C36", -0.98200000000E-002, -0.51540000000E-002,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044115097E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C37", -0.98200000000E-002, -0.51540000000E-002,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043348090E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C38", -0.98200000000E-002, -0.51540000000E-002,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042531686E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C39", -0.98200000000E-002, -0.51540000000E-002,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041661743E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C40", -0.98200000000E-002, -0.51540000000E-002,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040733085E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C41", -0.98200000000E-002, -0.51540000000E-002,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039739291E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C42", -0.98200000000E-002, -0.51540000000E-002,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038672469E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C43", -0.98200000000E-002, -0.51540000000E-002,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037523051E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C44", -0.98200000000E-002, -0.51540000000E-002,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036279686E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C45", -0.98200000000E-002, -0.51540000000E-002,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20034929500E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C46", -0.98200000000E-002, -0.51540000000E-002,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20033459434E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C47", -0.98200000000E-002, -0.51540000000E-002,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20031860804E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C48", -0.98200000000E-002, -0.51540000000E-002,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20030143571E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C49", -0.98200000000E-002, -0.51540000000E-002,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20028381048E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C50", -0.98200000000E-002,  0.51542000000E-002,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049883893E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C51", -0.98200000000E-002,  0.51542000000E-002,  0.74907000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049537596E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C52", -0.98200000000E-002,  0.51542000000E-002,  0.10484600000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049161513E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C53", -0.98200000000E-002,  0.51542000000E-002,  0.13478000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048751383E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C54", -0.98200000000E-002,  0.51542000000E-002,  0.16472200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20048305612E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C55", -0.98200000000E-002,  0.51542000000E-002,  0.19466000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047823388E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C56", -0.98200000000E-002,  0.51542000000E-002,  0.22459000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20047304060E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C57", -0.98200000000E-002,  0.51542000000E-002,  0.25453800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046746905E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C58", -0.98200000000E-002,  0.51542000000E-002,  0.28447000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20046150996E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C59", -0.98200000000E-002,  0.51542000000E-002,  0.31441000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20045515126E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C60", -0.98200000000E-002,  0.51542000000E-002,  0.34435000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044837715E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C61", -0.98200000000E-002,  0.51542000000E-002,  0.37429100000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20044116723E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C62", -0.98200000000E-002,  0.51542000000E-002,  0.40423000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20043349534E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C63", -0.98200000000E-002,  0.51542000000E-002,  0.43416800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20042532829E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C64", -0.98200000000E-002,  0.51542000000E-002,  0.46410000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20041662422E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C65", -0.98200000000E-002,  0.51542000000E-002,  0.49404000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20040733080E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C66", -0.98200000000E-002,  0.51542000000E-002,  0.52398000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20039738312E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C67", -0.98200000000E-002,  0.51542000000E-002,  0.55392200000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20038670145E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C68", -0.98200000000E-002,  0.51542000000E-002,  0.58386000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20037518930E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C69", -0.98200000000E-002,  0.51542000000E-002,  0.61379800000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20036273270E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C70", -0.98200000000E-002,  0.51542000000E-002,  0.64373700000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20034920340E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C71", -0.98200000000E-002,  0.51542000000E-002,  0.67367000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20033447353E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C72", -0.98200000000E-002,  0.51542000000E-002,  0.70361400000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20031846300E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C73", -0.98200000000E-002,  0.51542000000E-002,  0.73355000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20030128352E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C74", -0.98200000000E-002,  0.51542000000E-002,  0.76349000000E-001,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20028368196E+007,  0.00000000000E+000,  0.10000000000E+001
"             A2C75", -0.11091000000E-001,  0.44810000000E-017,  0.44969000000E-002,                   3,  0.10000000000E-019,  0.10000000000E-019,  0.30000000000E-019,  0.20049881462E+007,  0.00000000000E+000,  0.10000000000E+001
